accession_genbank	database	isol_env	host_species	oxygen_tolerance	dependent	oxygen_requirement	classification
TARA_SAMEA4396941_METAG_KHPFJDKB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JAGOUU01;f__JAGOUU01;g__;s__
TARA_SAMEA4396941_METAG_KOAOJACP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__
TARA_SAMEA4396941_METAG_NMOKIAAF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__
TARA_SAMEA4396941_METAG_OIKHAKIF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__Jannaschia helgolandensis
TARA_SAMEA4396941_METAG_OPLEGJHE	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__
TARA_SAMEA4396988_METAG_ADPLMBMC	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__BRH-c54;s__BRH-c54 sp002359215
TARA_SAMEA4396988_METAG_ANDHOEPD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7879;f__VGCX01;g__CAJXSI01;s__CAJXSI01 sp913061155
TARA_SAMEA4396988_METAG_CABPDNKF	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Sunxiuqinia;s__
TARA_SAMEA4396988_METAG_JBGFAFFN	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Synoicihabitans;s__
TARA_SAMEA4396988_METAG_JEDFGPEG	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__Croceimicrobium;s__
TARA_SAMEA4396988_METAG_MIJAAAFI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__CAJXZP01;s__
TARA_SAMEA4396988_METAG_NHAKENJI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__
TARA_SAMEA4396988_METAG_OHGBIIBB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax jadensis
TARA_SAMEA4397004_METAG_AIPFHCCK	microbiomics						d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002331465
TARA_SAMEA4397004_METAG_FDDNCOPK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__CABYIR01;s__
TARA_SAMEA4397004_METAG_JPDEEDJH	microbiomics						d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2316;s__
TARA_SAMEA4397023_METAG_ACFKGOCL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudorhizobium;s__Pseudorhizobium pelagicum
TARA_SAMEA4397023_METAG_BIAHDCHN	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__
TARA_SAMEA4397023_METAG_CCLBJDHA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina abyssalis
TARA_SAMEA4397023_METAG_CDAJJLGH	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas pelagia
TARA_SAMEA4397023_METAG_DCKGLPKH	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__
TARA_SAMEA4397023_METAG_FMECILJE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas adhaerens
TARA_SAMEA4397023_METAG_GLMDEDKP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Pelagibacterium;s__Pelagibacterium sp002723255
TARA_SAMEA4397023_METAG_GNKOCKOD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__Nisaea;s__
TARA_SAMEA4397023_METAG_JDCBPCFM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__
TARA_SAMEA4397023_METAG_JMEHPKDG	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__
TARA_SAMEA4397023_METAG_KBAAKLHO	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__
TARA_SAMEA4397023_METAG_KBKDDKJL	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marinirhabdus;s__Marinirhabdus sp002375495
TARA_SAMEA4397023_METAG_KOLKIBFJ	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__
TARA_SAMEA4397023_METAG_NKKALNMO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__
TARA_SAMEA4397034_METAG_ANPPJHKJ	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Hel1-33-131;s__
TARA_SAMEA4397034_METAG_BCBOLHGA	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__MAG-121220-bin8 sp905181625
TARA_SAMEA4397034_METAG_CCADBMCG	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp905182675
TARA_SAMEA4397051_METAG_ANCHFCML	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Yeosuana;s__
TARA_SAMEA4397051_METAG_BDIOPMOI	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__
TARA_SAMEA4397051_METAG_GINDMBMO	microbiomics						d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__
TARA_SAMEA4397051_METAG_PCLNEFKO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudosulfitobacter;s__Pseudosulfitobacter sp000620505
TARA_SAMEA4397072_METAG_AACGBECA	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__Lentimonas;s__
TARA_SAMEA4397072_METAG_AOKLNJHN	microbiomics						d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__
TARA_SAMEA4397091_METAG_LHAHODGE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola mesophila
TARA_SAMEA4397118_METAG_AANKMKOK	microbiomics						d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__GCA-2684655;s__
TARA_SAMEA4397118_METAG_BBOOOMOP	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115
TARA_SAMEA4397118_METAG_BEODKAND	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E peli
TARA_SAMEA4397118_METAG_CEPMJKLI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__Owenweeksia;s__
TARA_SAMEA4397118_METAG_CNKOPAMP	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter vadi
TARA_SAMEA4397118_METAG_DAPHGPDF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella;s__
TARA_SAMEA4397118_METAG_DDLCHGOL	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__;s__
TARA_SAMEA4397118_METAG_DLBFEDCK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__Sneathiella sp002694385
TARA_SAMEA4397118_METAG_GCAJHDBO	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__
TARA_SAMEA4397118_METAG_JPPFBIOG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JAGOUU01;f__JAGOUU01;g__;s__
TARA_SAMEA4397118_METAG_KDDGJDGN	microbiomics						d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABMPE01;s__
TARA_SAMEA4397118_METAG_KDNGICHC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__
TARA_SAMEA4397118_METAG_MADEPHFA	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA10329;f__UBA10329;g__UBA10329;s__
TARA_SAMEA4397118_METAG_NDKAGOCA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__DSM-21159;g__;s__
TARA_SAMEA4397157_METAG_BIHGPMNO	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__UBA1994 sp002335865
TARA_SAMEA4397157_METAG_EBPIGCJE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CPC320;s__CPC320 sp002336405
TARA_SAMEA4397174_METAG_AKKJEEHK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp002862985
TARA_SAMEA4397174_METAG_BEHKMJBF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__
TARA_SAMEA4397174_METAG_EHJFDMGO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__PGZG01;s__PGZG01 sp018067045
TARA_SAMEA4397174_METAG_FFIHAOBM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__PZPK01;s__
TARA_SAMEA4397174_METAG_HBDIMJIM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__GM7GCV1;g__GM7GCV1;s__
TARA_SAMEA4397174_METAG_HOMGNEGA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter sp905479725
TARA_SAMEA4397174_METAG_HPIDOFNN	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter;s__Paremcibacter congregatus
TARA_SAMEA4397174_METAG_JGGKHFGL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Pseudemcibacter;s__
TARA_SAMEA4397174_METAG_LMPNIEMG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea sp002416125
TARA_SAMEA4397174_METAG_MAHICFFA	microbiomics						d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__
TARA_SAMEA4397174_METAG_NKFCNDGN	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__Hyphobacterium indicum
TARA_SAMEA4397174_METAG_PCNIEGAM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hyphobacterium;s__
TARA_SAMEA4397196_METAG_BMMPCMEC	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__Crocinitomix sp905478225
TARA_SAMEA4397196_METAG_DBBDHPDM	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__
TARA_SAMEA4397196_METAG_GOGNMPAD	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__Luteolibacter sp905182475
TARA_SAMEA4397215_METAG_AJJFEKGE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Alterinioella;s__
TARA_SAMEA4397215_METAG_ANPJLKOM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Polycyclovorans;s__Polycyclovorans sp002706265
TARA_SAMEA4397215_METAG_DOHMALKO	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Halomarinibacterium;s__Halomarinibacterium sp002694465
TARA_SAMEA4397215_METAG_GAAAIJJK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA1479;s__UBA1479 sp002325375
TARA_SAMEA4397215_METAG_HKNGHGKC	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__
TARA_SAMEA4397215_METAG_IFBFPIAA	microbiomics						d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__Rhodopirellula europaea
TARA_SAMEA4397215_METAG_IGAOMPDF	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus aquimarinus
TARA_SAMEA4397215_METAG_KLMFFEGC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;s__
TARA_SAMEA4397239_METAG_OPHPAIBJ	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__UBA6772;s__UBA6772 sp905182215
TARA_SAMEA4397255_METAG_EPFKBAKD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp018066865
TARA_SAMEA4397255_METAG_JNCDLIJD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Mf105b01;s__Mf105b01 sp002695905
TARA_SAMEA4397255_METAG_PFEJDDLC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__HT1-32;g__HT1-32;s__HT1-32 sp009649675
TARA_SAMEA4397295_METAG_DFNFENKD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Dasania;s__Dasania marina
TARA_SAMEA4397295_METAG_EHHOEIHM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Kordiimonadaceae;g__Kordiimonas;s__
TARA_SAMEA4397295_METAG_HEGEJJIG	microbiomics						d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__NORP324;s__
TARA_SAMEA4397295_METAG_JMJMPGEN	microbiomics						d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Balneola;s__
TARA_SAMEA4397295_METAG_KBDLACKE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter;s__
TARA_SAMEA4397295_METAG_NFMMNHJF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__
TARA_SAMEA4397295_METAG_NOICPOFE	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__;s__
TARA_SAMEA4397295_METAG_OEOJHFMO	microbiomics						d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__
TARA_SAMEA4397295_METAG_PBBIIDLA	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__
TARA_SAMEA4397295_METAG_PDFOFGBN	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__Owenweeksia;s__
TARA_SAMEA4397330_METAG_AFKOBOMF	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__
TARA_SAMEA4397330_METAG_BLFPNKCK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA5109;s__UBA5109 sp002414385
TARA_SAMEA4397330_METAG_EKBCNCBM	microbiomics						d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Balneola;s__
TARA_SAMEA4397330_METAG_GDIMMCKF	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__
TARA_SAMEA4397330_METAG_HLFCHFMP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__
TARA_SAMEA4397330_METAG_HPNADKDC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__
TARA_SAMEA4397330_METAG_KGKHFCBB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__
TARA_SAMEA4397330_METAG_KOEIGPBB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA4479;s__
TARA_SAMEA4397330_METAG_NDOPFAKP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__
TARA_SAMEA4397330_METAG_OAFLDEIP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Berkiellales;f__Berkiellaceae;g__Berkiella_A;s__
TARA_SAMEA4397355_METAG_NJHOEOAH	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__
TARA_SAMEA4397355_METAG_OAHAPAHA	microbiomics						d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__
TARA_SAMEA4397363_METAG_CECNBIBD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__
TARA_SAMEA4397363_METAG_IDONDPJC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;s__Cycloclasticus sp002292375
TARA_SAMEA4397363_METAG_LHNIFELI	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;s__Cycloclasticus pugetii
TARA_SAMEA4397363_METAG_PEIHIEPH	microbiomics						d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__
TARA_SAMEA4397390_METAG_EJBOOLAH	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__ASP10-05a sp905182895
TARA_SAMEA4397390_METAG_OAJNPHCG	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245;s__GCA-002722245 sp905182585
TARA_SAMEA4397409_METAG_CCPIBCBG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea salexigens
TARA_SAMEA4397409_METAG_KPGCMJHM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp002707215
TARA_SAMEA4397426_METAG_PDFLOHJD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__
TARA_SAMEA4397445_METAG_AIAEOEKP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__
TARA_SAMEA4397445_METAG_CEKAOEIO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Glaciecola;s__
TARA_SAMEA4397445_METAG_CGPDLPGA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__
TARA_SAMEA4397445_METAG_CHDHEFAE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola sp002709085
TARA_SAMEA4397445_METAG_DGDOHHDN	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__G020447305;s__G020447305 sp020447305
TARA_SAMEA4397445_METAG_FHNBJKON	microbiomics						d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__
TARA_SAMEA4397445_METAG_GIPEALJA	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__
TARA_SAMEA4397445_METAG_KILNFEOI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter algicola
TARA_SAMEA4397445_METAG_KNLEEKAB	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
TARA_SAMEA4397472_METAG_CFGONHJG	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__TMED14;s__TMED14 sp001438205
TARA_SAMEA4397472_METAG_CJMGHPKL	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__
TARA_SAMEA4397472_METAG_FANKLAJP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp013204195
TARA_SAMEA4397472_METAG_IDHEKGGM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__
TARA_SAMEA4397472_METAG_LCMGNMHK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA4465;s__UBA4465 sp013204595
TARA_SAMEA4397489_METAG_EMMCHIIM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudosulfitobacter;s__
TARA_SAMEA4397489_METAG_HJKOMDFN	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JABDGN01;f__JABDGN01;g__;s__
TARA_SAMEA4397489_METAG_LIGLIBEG	microbiomics						d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pseudolysinimonas;s__Pseudolysinimonas sp002325245
TARA_SAMEA4397489_METAG_LJGOPMMD	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__UBA11612;s__
TARA_SAMEA4397489_METAG_NELFBNMP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
TARA_SAMEA4397489_METAG_OJJKGFOM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__;s__
TARA_SAMEA4397489_METAG_PKJFCHJO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira alkalitolerans
TARA_SAMEA4397489_METAG_PMFBIFBE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp001713415
TARA_SAMEA4397516_METAG_HGNBAOFA	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002697625;s__GCA-002697625 sp905478555
TARA_SAMEA4397536_METAG_EOIKDEPL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__JAALKW01;s__
